County + State,Total number of voters,Result,% bachelor's degree 2014-18,Population Change 2010-2019,Percent in Poverty,Estimate Median Household Income,Known Number of Cases per 100k
"Pecos,TX","4,668",70,9.8,1.01933,19.5,"47,008","4,284.90"
"Roanoke,VA","55,845",61,34.8,1.01932,6.7,"68,734","3,703.70"
"Roanoke,VA","55,845",61,34.8,1.01932,20.2,"42,715","3,703.70"
"Roanoke,VA","55,845",61,23.8,1.01932,6.7,"68,734","3,703.70"
"Roanoke,VA","55,845",61,23.8,1.01932,20.2,"42,715","3,703.70"
"Roanoke,VA","55,845",61,34.8,1.01932,6.7,"68,734","2,488.70"
"Roanoke,VA","55,845",61,34.8,1.01932,20.2,"42,715","2,488.70"
"Roanoke,VA","55,845",61,23.8,1.01932,6.7,"68,734","2,488.70"
"Roanoke,VA","55,845",61,23.8,1.01932,20.2,"42,715","2,488.70"
"Rock,WI","85,348",45,21.8,1.01931,10.9,"57,675","5,183.80"
"Levy,FL","23,139",73,12.6,1.01923,16.1,"39,037","3,151.60"
"Essex,NJ","264,329",22,34.8,1.01905,14.9,"62,875","3,950.20"
"Hamilton,OH","417,574",42,37.1,1.01894,15.4,"57,300","3,122.80"
"Swain,NC","7,026",60,16,1.01892,15.2,"43,121","2,494.60"
"St. Joseph,IN","86,534",53,29.2,1.01885,13.5,"54,674","5,615.40"
"Clark,KY","26,584",67,20.1,1.01854,16,"50,162","2,007.60"
"Menifee,KY","3,084",76,11.3,1.01852,26.4,"34,002","1,695.20"
"Aurora,SD","1,405",76,20.6,1.01851,10.2,"53,107","11,523.10"
"Whitfield,GA","36,680",71,15.7,1.01833,14.2,"47,074","6,619.60"
"Pontotoc,OK","15,298",72,28.1,1.01833,15.3,"48,450","4,035.60"
"Whitley,IN","17,581",75,20.9,1.01832,7.1,"67,758","3,409.50"
"Benton,MO","10,478",79,13.4,1.01817,20.2,"40,025","3,656.80"
"Creek,OK","30,473",78,16.3,1.01814,14,"54,478","3,087.20"
"White,AR","30,689",80,21.4,1.01806,16.6,"44,811","3,273.50"
"Washington,CO","2,943",87,16.2,1.01805,13.7,"47,869","3,524.90"
"Fond du Lac,WI","57,322",63,22.7,1.01799,9.5,"59,428","7,668.10"
"Grundy,IL","26,400",63,23.6,1.01794,5.9,"79,348","4,434.50"
"Westchester,NY","625,318",36,48.2,1.01778,8.3,"94,521","4,720.60"
"Chilton,AL","19,260",84,14.2,1.01775,17.3,"47,547","4,776.30"
"Providence,RI","55,340",19,28.1,1.01767,16.1,"56,141","4,932.00"
"Middlesex,NJ","213,500",34,42.7,1.01764,8.2,"87,666","3,291.80"
"Kenosha,WI","88,691",52,25.7,1.01761,12,"65,013","5,241.20"
"Will,IL","330,593",47,34,1.01756,6.4,"86,108","4,751.10"
"Clay,SD","5,696",45,48.4,1.01750,19.5,"46,378","8,294.20"
"Mellette,SD",769,60,13.7,1.01728,35.2,"32,780","7,083.90"
"Dinwiddie,VA","15,016",59,17.2,1.01714,12.5,"57,257","2,144.10"
"Perry,TN","3,428",82,11.5,1.01713,17.6,"41,960","5,572.10"
"Musselshell,MT","2,881",85,14.1,1.01712,15,"43,371","4,014.70"
"Delta,TX","2,587",84,21.3,1.01698,17.2,"44,410",844.1
"Orange,TX","35,974",82,15.3,1.01688,13.4,"56,556","2,924.60"
"Yankton,SD","10,900",62,28.2,1.01685,11,"56,535","6,202.30"
"Dewey,OK","2,355",91,24.5,1.01684,12.1,"50,728","3,107.70"
"Wirt,WV","2,617",82,9.7,1.01677,18.7,"44,837","1,254.10"
"Otoe,NE","8,306",69,21.8,1.01676,9.4,"60,734","4,065.70"
"Snyder,PA","18,945",74,18.4,1.01672,10.7,"56,991","1,971.70"
"Cecil,MD","39,363",68,22.8,1.01671,8.3,"72,739","1,695.60"
"Sebastian,AR","46,838",68,19.7,1.01662,15.6,"46,843","4,995.80"
"Walworth,WI","57,588",60,28.3,1.01635,10.1,"64,234","5,715.90"
"Grant,NE",400,94,25.2,1.01631,10.6,"56,724","2,407.70"
"Salem,VA","13,039",60,29.1,1.01631,9.7,"57,274","3,023.60"
"Lyon,IA","6,846",84,21.4,1.01625,6.9,"69,048","7,469.20"
"Hot Spring,AR","12,503",75,14.7,1.01625,18.7,"47,205","7,962.50"
"Gregg,TX","47,700",69,20.8,1.01608,15.1,"50,610","2,468.00"
"Colfax,NE","3,724",72,14.5,1.01603,10.4,"55,787","11,345.60"
"Mahnomen,MN","2,302",51,12.2,1.01599,20.9,"43,162","3,908.10"
"Gilliam,OR","1,172",72,20.2,1.01594,11.4,"54,325","1,098.30"
"Grant,KY","11,095",80,13.6,1.01589,13.9,"53,965","2,038.40"
"Shasta,CA","72,186",65,22.2,1.01583,15.2,"53,908","2,065.20"
"Morrow,OH","18,088",77,13.5,1.01546,11.9,"60,452","1,922.00"
"Butler,KS","31,812",71,29,1.01533,9.6,"65,953","3,966.50"
"Whitley,KY","15,340",83,19.2,1.01529,25.7,"36,863","3,526.90"
"Lincoln,OK","14,869",82,15.1,1.01516,14.7,"48,039","3,245.70"
"Adams,PA","55,814",67,22.4,1.01508,8,"62,877","1,563.90"
"Charles Mix,SD","3,780",68,17.5,1.01508,20.9,"47,412","7,425.70"
"Worcester,MD","23,587",66,30.4,1.01507,10.4,"59,266","2,662.80"
"Davison,SD","8,454",68,23.9,1.01504,12,"51,724","10,498.10"
"Greenwood,SC","31,886",62,23.5,1.01498,18.3,"43,879","4,058.70"
"Putnam,WV","28,410",72,26.7,1.01492,10,"61,995","2,664.30"
"Humboldt,NV","7,324",77,16.3,1.01489,11.9,"72,873","1,455.60"
"Laurens,SC","30,434",66,15.4,1.01486,19.7,"42,099","3,394.40"
"Somerset,NJ","140,653",37,54.5,1.01485,4.9,"119,731","2,449.70"
"Yancey,NC","11,282",67,20,1.01483,17.8,"44,756","2,579.00"
"Ontario,NY","47,830",55,34.5,1.01480,8.5,"62,930",931
"Major,OK","3,465",90,19.4,1.01476,10.8,"56,102","4,731.90"
"Hancock,OH","37,999",69,26.7,1.01465,9.9,"61,579","2,496.60"
"Boone,AR","17,103",81,16,1.01461,14.8,"44,482","3,977.90"
"Lincoln,MT","11,564",75,20.2,1.01452,20.3,"40,602","3,103.10"
"McDowell,NC","22,891",74,16.9,1.01450,15.4,"43,972","3,593.00"
"Buffalo,SD",546,34.5,9.4,1.01448,45.7,"25,973","17,686.00"
"Elmore,ID","10,205",73,16.4,1.01438,12.9,"49,344","2,853.40"
"Murray,GA","15,382",85,9.4,1.01424,15.2,"46,810","3,708.60"
"Steuben,IN","16,175",71,20.6,1.01422,11,"58,295","3,665.40"
"Aransas,TX","12,241",76,21.7,1.01419,19.9,"46,912","1,599.30"
"Delaware,PA","286,424",39,38.3,1.01389,8.8,"71,961","3,109.90"
"Jackson,TN","5,308",78,9,1.01385,19.8,"37,563","5,421.70"
"Monroe,FL","48,074",54,33.3,1.01377,12,"67,094","3,994.40"
"Rawlins,KS","1,495",85,25.1,1.01362,12.9,"46,638","6,284.60"
"Kidder,ND","1,450",84,17.9,1.01349,14.5,"45,401","6,612.90"
"Ionia,MI","32,201",65,16.1,1.01339,9.9,"61,667","2,732.70"
"Colbert,AL","24,668",71,18.7,1.01315,13.8,"49,055","5,153.80"
"Mono,CA","6,357",39,30.6,1.01312,9.3,"66,499","3,427.00"
"Clearwater,MN","4,705",73,16.1,1.01298,12.8,"51,475","4,388.80"
"Alfalfa,OK","2,261",89,20.2,1.01297,15.2,"52,952","4,647.50"
"Marquette,WI","9,060",64,14.2,1.01294,10.8,"46,964","6,915.40"
"Walker,GA","29,423",80,15.9,1.01294,15.5,"43,767","3,342.80"
"Carlton,MN","20,361",49,22.5,1.01285,10.1,"60,412","3,660.30"
"Scotland,MO","1,985",80,12,1.01281,14.1,"42,053","3,427.20"
"Moody,SD","3,206",62,21,1.01278,9.9,"57,392","5,565.70"
"Washington,IA","11,757",60,21.5,1.01277,8.8,"65,849","5,417.70"
"Coffee,GA","15,142",70,13.2,1.01276,23.9,"39,480","5,749.50"
"Fleming,KY","7,060",79,12.7,1.01257,18.6,"42,571","1,803.70"
"Jefferson,WI","47,967",58,24.8,1.01248,8.1,"65,831","5,769.80"
"Borden,TX",412,96,35,1.01238,10,"66,101",611.6
"Marathon,WI","76,741",59,25.6,1.01225,7.5,"63,442","6,844.90"
"Polk,NC","12,253",63,31.7,1.01216,11.8,"50,467","2,128.00"
"Rolette,ND","3,791",34,20,1.01207,24.7,"42,021","8,655.50"
"Teton,MT","3,695",72,24.4,1.01202,15.8,"48,368","2,505.30"
"Harrison,TX","29,462",73,19.1,1.01198,14.7,"50,131","1,821.10"
"Randolph,NC","72,788",78,15.8,1.01185,13.8,"48,372","3,360.50"
"Henderson,TN","12,020",82,13.8,1.01184,18,"43,491","6,145.70"
"Columbia,WI","33,917",51,23.2,1.01182,7.6,"65,435","5,400.50"
"Hancock,ME","1,486",54,32.3,1.01172,11.6,"52,148",365.5
"Wayne,OH","58,342",58,21.9,1.01150,9.4,"59,142","2,348.10"
"Ralls,MO","5,662",78,13.6,1.01138,9.1,"57,549","3,812.20"
"Nassau,NY","572,706",51,45.2,1.01137,5.8,"115,301","4,089.10"
"Butler,KY","6,125",82,12.6,1.01131,17.7,"43,048","3,804.60"
"Uvalde,TX","10,323",60,15.8,1.01127,22.9,"39,725","3,791.90"
"Sharp,AR","7,544",80,11.3,1.01113,20.7,"36,032","3,313.80"
"Franklin,TX","5,000",84,23.6,1.01112,15.2,"48,222","2,275.10"
"Wheeler,GA","2,283",70,12.8,1.01107,39.6,"32,691","4,710.40"
"Gloucester,VA","22,066",68,22.8,1.01104,9.1,"70,938","1,046.90"
"Edgefield,SC","13,303",62,17.8,1.01102,18.5,"48,818","4,016.90"
"Casey,KY","7,240",86,13.3,1.01095,26,"34,358","2,716.80"
"Ferry,WA","4,183",65,18.2,1.01087,17.8,"40,468",590
"Pennington,MN","7,262",64,20.1,1.01081,9.2,"57,494","3,194.30"
"Caroline,MD","13,110",72,16.9,1.01071,13.2,"56,627","2,511.50"
"Portage,WI","40,601",49,32,1.01068,11.3,"59,032","6,198.80"
"Woodward,OK","7,781",86,19.8,1.01065,14.8,"55,134","8,010.50"
"Big Horn,WY","5,752",85,18.8,1.01063,13,"55,195","3,460.60"
"Perry,MO","9,429",82,16,1.01046,10.9,"53,871","7,169.70"
"Shoshone,ID","6,049",71,11.6,1.01043,18.8,"36,085","3,392.30"
"Stevens,MN","5,060",61,29.3,1.01030,11.2,"61,929","3,875.60"
"Clark,SD","1,850",76,18.6,1.01028,12.6,"48,517","5,567.50"
"Cocke,TN","14,870",83,10.8,1.01021,22.5,"36,192","4,132.90"
"Titus,TX","10,530",73,15.9,1.01021,18.6,"45,604","5,285.50"
"Sullivan,TN","74,206",76,22.8,1.01020,16.5,"46,024","3,549.10"
"Sully,SD",930,79,25.5,1.01017,8.8,"59,457","5,607.50"
"Baxter,AR","20,968",77,18.3,1.01017,15.1,"39,686","2,818.80"
"Rockbridge,VA","12,368",67,26.5,1.01016,12,"53,413",948
"Jasper,IA","20,653",62,17.9,1.01013,10.2,"60,378","5,174.10"
"Poquoson,VA","7,799",73,42.8,1.01013,5.1,"96,057",986.1
"Fillmore,MN","12,128",62,21.1,1.00983,9.9,"58,761","2,544.30"
"Delta,CO","19,272",69,21.2,1.00979,14.6,"46,786","1,338.20"
"Callaway,MO","21,178",71,22.2,1.00977,11.7,"53,970","5,569.60"
"Nevada,CA","30,088",40,36.6,1.00977,10.3,"66,681",950.3
"Tift,GA","16,257",67,16.5,1.00976,19.6,"45,680","5,238.20"
"Shelby,IN","20,017",74,19.4,1.00975,11.6,"57,193","4,893.90"
"Muskegon,MI","94,497",50,19.1,1.00962,15.7,"49,960","3,342.80"
"Calaveras,CA","22,506",60,18.7,1.00961,12.1,"62,984",869.2
"Cedar,IA","10,702",59,23,1.00959,7.6,"67,597","4,890.70"
"Buchanan,IA","10,759",61,20.6,1.00958,10.6,"59,724","4,713.10"
"Nobles,MN","8,708",66,15.3,1.00952,10.8,"55,766","13,199.90"
"Zavala,TX","4,379",35,8.6,1.00946,32,"30,076","4,628.40"
"Glenn,CA","7,095",63,13.9,1.00946,15.4,"47,365","2,888.00"
"Stone,AR","5,919",79,12.8,1.00944,20.3,"34,009","3,478.30"
"Mercer,OH","23,426",83,16.7,1.00941,7.6,"62,782","6,067.20"
"Shelby,TN","381,858",35,31.1,1.00939,21.7,"47,924","4,734.90"
"Logan,KY","12,322",74,15,1.00935,18,"46,742","3,848.40"
"Dallas,MO","8,122",83,12.4,1.00933,16.6,"38,765","3,276.50"
"Lemhi,ID","4,738",77,21.1,1.00930,14.7,"44,248","5,095.30"
"Hettinger,ND","1,306",84,14.4,1.00929,12.4,"51,455","8,323.30"
"Bacon,GA","4,668",87,10.1,1.00922,22.8,"38,775","5,893.90"
"Pickens,AL","9,659",58,13.5,1.00917,23.1,"37,586","5,559.50"
"Montcalm,MI","32,086",69,13,1.00905,14.3,"50,396","2,274.30"
"Lafourche,LA","45,380",80,16.6,1.00898,16.6,"52,651","4,404.10"
"Cherokee,AL","12,275",87,12.9,1.00897,16.3,"42,132","3,649.40"
"Washington,OK","23,493",74,28.6,1.00897,13,"53,992","3,332.20"
"Vanderburgh,IN","36,243",56,26.3,1.00895,15.1,"50,500","4,831.10"
"Tipton,TN","27,291",74,16.7,1.00874,12,"60,874","5,248.50"
"Jackson,WI","10,187",58,14.4,1.00870,12,"52,919","6,767.40"
"Gloucester,NJ","149,317",48,31.9,1.00860,7.6,"81,315","2,602.20"
"Queens,NY","946,572",19,31.5,1.00857,11.6,"68,432","3,738.90"
"Gila,AZ","25,499",67,18.5,1.00853,20.4,"43,585","4,565.10"
"Grafton,NH",784,55,40.5,1.00848,9,"65,163",495.1
"Florence,SC","63,813",51,23.1,1.00841,18,"47,949","4,563.50"
"Beaver,UT","3,015",88,20.4,1.00826,9.4,"55,940","2,026.80"
"Cameron,LA","4,038",92,11.6,1.00810,13.9,"57,299","3,886.40"
"Plymouth,IA","14,157",75,21,1.00809,8.1,"66,360","9,894.00"
"Dimmit,TX","3,666",38,14.1,1.00807,24.6,"37,177","3,309.00"
"Clarke,IA","4,666",68,16.9,1.00805,11.2,"52,541","4,747.20"
"Nacogdoches,TX","26,755",66,24.5,1.00802,21.6,"45,357","2,936.90"
"Linn,KS","4,910",82,16,1.00800,12.9,"47,153","2,442.50"
"Blount,AL","27,459",90,12.6,1.00784,13.2,"50,412","4,639.80"
"Cole,MO","39,486",67,32.9,1.00781,8.9,"62,817","7,070.20"
"Lewis,TN","5,604",81,11.5,1.00780,17.5,"40,541","5,542.90"
"Perry,PA","24,032",76,16.4,1.00764,9.8,"62,366","1,145.40"
"Mille Lacs,MN","13,409",73,15.3,1.00763,12.4,"53,289","4,483.00"
"Johnston,OK","4,239",82,17.2,1.00754,19.5,"39,756","4,032.50"
"Kanabec,MN","9,234",69,14.6,1.00746,11.3,"56,950","2,785.10"
"Carroll,MD","86,188",65,35.6,1.00738,6,"95,956","1,709.70"
"Hockley,TX","8,091",81,14,1.00735,19.5,"46,764","5,208.30"
"Lincoln,ME","2,596",68,32.7,1.00724,11.1,"56,211",378.2
"Logan,KS","1,428",87,17.6,1.00721,9.1,"50,267","7,122.40"
"Napa,CA","44,383",27,34.9,1.00720,8.8,"85,624","1,904.30"
"Alexander,NC","20,120",79,14.7,1.00709,13,"49,138","3,685.60"
"Nemaha,KS","5,578",83,24.5,1.00709,9.1,"59,567","8,073.50"
"King and Queen,VA","4,096",61,19.8,1.00702,12.2,"51,124","1,409.30"
"Woodbury,IA","45,114",58,23,1.00702,13.8,"60,059","9,222.50"
"Richmond,GA","86,584",32,21.3,1.00698,21.9,"40,168","4,431.70"
"Heard,GA","5,394",84,9.8,1.00693,17.1,"46,218","2,272.90"
"Overton,TN","10,025",80,13.1,1.00674,15,"42,149","6,510.50"
"Ohio,KY","11,120",78,13.3,1.00671,17.2,"44,751","3,388.30"
"Portage,OH","81,280",56,28.7,1.00669,11.3,"63,689","1,708.70"
"Wharton,TX","16,709",72,17.1,1.00666,16.8,"48,040","3,705.80"
"Botetourt,VA","20,898",73,28.7,1.00663,7.4,"71,874","1,957.00"
"Barry,MO","15,616",81,14.5,1.00658,18.8,"42,457","3,724.60"
"Bowie,TX","38,194",72,19.9,1.00655,19.1,"47,339","2,579.20"
"Livingston,MO","6,755",79,19.3,1.00654,15.6,"48,749","4,689.00"
"Zapata,TX","3,867",53,10.4,1.00653,32.1,"33,160","2,997.40"
"Hemphill,TX","1,720",87,21,1.00632,9.6,"66,849","6,101.10"
"Montgomery,IN","16,164",75,18.1,1.00630,10.8,"53,700","3,114.40"
"Lynn,TX","2,293",81,18.2,1.00626,18.3,"43,436","5,007.60"
"Wilson,NC","40,446",49,19.6,1.00624,21.1,"44,015","4,495.10"
"Carter,OK","19,479",77,20.6,1.00623,17.7,"48,660","2,758.20"
"Noble,IN","19,217",75,14.3,1.00611,9.1,"61,341","4,758.70"
"Ramsey,ND","5,362",68,26.1,1.00603,12.3,"54,814","8,698.70"
"Cooper,MO","8,710",73,21.4,1.00602,14,"52,513","5,997.00"
"Chester,TN","7,578",80,16.4,1.00599,15.9,"47,508","5,382.40"
"Milam,TX","10,523",76,13.8,1.00575,15.6,"46,720","2,437.30"
"Oconto,WI","23,214",71,16,1.00565,9.2,"59,983","8,217.80"
"Juniata,PA","9,605",88,14.2,1.00556,9.4,"54,342","2,091.80"
"DuPage,IL","448,083",42,48.8,1.00538,6.6,"93,540","4,190.00"
"St. Charles,LA","28,517",65,24.2,1.00534,12.8,"67,585","4,369.10"
"Lyman,SD","1,596",66,19.8,1.00532,21.1,"47,429","10,499.90"
"Colusa,CA","4,235",55,15.4,1.00513,11,"57,249","2,891.40"
"Montague,TX","9,812",89,15.5,1.00507,13.8,"50,542","2,437.20"
"Cook,GA","7,034",70,15.5,1.00495,24.5,"38,827","4,064.90"
"DeKalb,AL","29,322",85,12.7,1.00492,21.3,"39,491","6,201.70"
"Garvin,OK","10,905",82,14.5,1.00486,15.1,"47,858","4,781.50"
"Garfield,OK","22,412",77,22.4,1.00479,15.2,"52,387","5,237.80"
"Lewis,ID","1,870",81,17.3,1.00471,14.2,"44,911","4,299.10"
"Owen,KY","5,454",80,9.9,1.00470,15.8,"48,998","1,532.00"
"McIntosh,GA","6,698",61,15.6,1.00468,21.5,"42,513","2,343.90"
"Corson,SD","1,283",51,17,1.00467,33.6,"34,024","8,100.80"
"Albany,NY","121,529",39,41.3,1.00467,11.3,"64,536","1,578.40"
"Racine,WI","106,441",52,24.7,1.00463,12.6,"60,349","6,877.40"
"Bucks,PA","342,077",50,40.5,1.00461,5.7,"88,538","2,240.40"
"Hampden,MA","3,326",53,27.2,1.00460,16.7,"52,682","2,999.50"
"Ellis,KS","13,508",72,34.8,1.00454,12,"53,840","6,938.00"
"Pike,AL","13,796",59,23.6,1.00437,23.6,"37,259","4,590.20"
"Tompkins,NY","30,851",29,52.7,1.00432,16.8,"57,383",822.1
"Morrison,MN","19,517",77,17.1,1.00427,10.1,"57,471","5,577.20"
"Jones,MS","26,492",73,20.5,1.00426,19.9,"42,435","4,900.30"
"Steele,MN","20,806",61,25,1.00416,9.6,"65,323","4,043.80"
"Morgan,MO","9,484",79,12.9,1.00409,16.3,"45,276","4,712.30"
"Humboldt,CA","41,636",31,29.8,1.00407,20.3,"49,471",524.5
"Putnam,FL","36,384",71,12.4,1.00406,18.8,"39,578","3,483.60"
"Harrison,KY","8,848",72,14.8,1.00404,15.5,"51,709","2,038.50"
"Grant,WI","25,379",56,23,1.00402,14,"57,328","6,364.80"
"Coryell,TX","23,425",67,15.7,1.00397,15,"48,099","2,959.80"
"Madison,NE","15,407",77,22.4,1.00395,11.7,"55,226","7,786.50"
"Turner,SD","4,548",74,23.2,1.00383,9.4,"62,792","8,742.80"
"Kings,CA","35,694",57,13.5,1.00374,18.8,"58,255","6,391.40"
"Churchill,NV","12,195",75,17.5,1.00367,11.4,"58,429","2,485.00"
"Plaquemines,LA","11,012",68,19.6,1.00346,15.5,"58,643","4,517.80"
"Wayne,IA","3,103",76,13,1.00343,13,"46,725","4,160.80"
"Grayson,VA","8,088",81,12.5,1.00342,18.4,"37,550","3,041.80"
"Greene,TN","28,057",81,15.3,1.00341,15.1,"44,366","3,899.00"
"Gibson,IN","16,165",74,17.4,1.00340,10.6,"56,960","4,750.60"
"Oxford,ME","2,325",64,19,1.00339,16.7,"44,243",477.8
"Buckingham,VA","8,086",57,11.3,1.00334,20.2,"45,889","4,881.00"
"Clearwater,ID","4,419",79,16.9,1.00332,15.5,"46,417","3,814.50"
"Wichita,TX","42,139",72,23,1.00331,17.8,"47,477","4,426.40"
"Switzerland,IN","4,152",76,9.9,1.00317,17.7,"47,713","2,167.20"
"Jones,GA","14,956",67,20.1,1.00311,14.5,"55,737","2,477.80"
"Montgomery,GA","3,962",75,14.1,1.00306,22.1,"41,834","4,186.70"
"Ashland,OH","25,883",75,21.1,1.00306,10.4,"54,362","1,512.60"
"Carroll,IN","9,514",76,17.2,1.00287,8.8,"57,092","3,036.00"
"Brule,SD","2,490",72,24.8,1.00284,15.8,"49,732","9,269.40"
"Appling,GA","8,322",79,9.7,1.00284,21.9,"42,781","6,597.40"
"Schenectady,NY","60,591",47,31.4,1.00283,11.3,"63,297","1,276.90"
"Goodhue,MN","28,552",58,25,1.00281,7.1,"67,039","3,334.10"
"Green,WI","21,400",49,23,1.00279,7.7,"63,160","4,063.90"
"Geauga,OH","55,381",62,38.1,1.00278,5.7,"84,093","1,670.10"
"Kearney,NE","3,591",80,22.7,1.00278,9.2,"64,456","6,759.00"
"Acadia,LA","28,425",80,13.4,1.00272,25.2,"40,484","5,857.00"
"Perry,OH","16,179",75,12.3,1.00269,16.4,"51,534","1,666.00"
"Clark,WI","14,873",69,11.5,1.00262,11.9,"55,245","5,650.80"
"Monroe,PA","65,327",52,24.4,1.00248,12.3,"63,318","1,602.20"
"Williamson,IL","33,503",69,22.6,1.00248,14.4,"46,187","4,599.30"
"Valley,MT","4,272",75,20.9,1.00244,13.7,"48,390","6,855.10"
"Bayfield,WI","10,885",43,30.5,1.00240,14.2,"53,637","4,017.00"
"Grant,LA","9,392",87,8.4,1.00237,20,"43,502","2,947.90"
"Athens,OH","24,876",43,29.7,1.00236,30.7,"40,416","2,522.70"
"Mills,IA","8,247",69,23.7,1.00219,8.6,"64,271","5,917.00"
"Jackson,CO",873,79,16.8,1.00216,13.4,"51,457","1,005.70"
"Campbell,WY","19,564",89,19.2,1.00208,9.2,"78,112","5,220.00"
"Itasca,MN","26,502",59,22.7,1.00206,11.8,"53,143","3,396.90"
"Person,NC","21,737",61,15.3,1.00200,14.8,"50,149","2,175.20"
"Wayne,NC","55,091",56,19.5,1.00199,20.2,"41,572","4,311.70"
"Giles,TN","13,202",75,15.1,1.00197,14.5,"48,024","4,412.20"
"Jasper,IN","15,492",75,14.9,1.00197,9.4,"66,720","3,694.70"
"Berrien,GA","7,731",83,11.8,1.00186,21.8,"39,412","2,711.80"
"Colonial Heights,VA","9,098",67,23.2,1.00179,10,"56,800","2,107.10"
"Marion,AR","7,481",79,17.2,1.00174,18.7,"36,581","2,102.60"
"Emanuel,GA","9,501",70,12.4,1.00173,25.1,"37,574","5,594.80"
"Washington,ID","5,344",79,14.8,1.00167,15.3,"43,402","6,278.20"
"Pettis,MO","19,069",74,18.4,1.00154,16.6,"45,254","5,954.30"
"Kiowa,CO",902,88.5,21.5,1.00142,13.8,"44,704","1,280.20"
"Humphreys,TN","8,232",75,13.3,1.00129,13.6,"48,056","3,341.90"
"Duplin,NC","22,510",61,11.1,1.00128,20.4,"42,725","5,343.80"
"Polk,TN","8,360",82,11,1.00113,15.8,"41,968","3,635.90"
"Adams,NE","14,512",70,24.9,1.00112,11.8,"55,167","4,352.30"
"Val Verde,TX","14,417",55,18.6,1.00110,18.9,"44,276","5,980.60"
"Clinton,OH","19,940",77,18.7,1.00110,11.8,"53,947","2,068.20"
"Knox,ME","1,003",56,31,1.00106,11,"56,678",450.1
"Perry,AR","4,607",77,11.9,1.00105,14.7,"45,342","2,075.60"
"Treutlen,GA","3,077",69,13.6,1.00102,26.3,"35,069","4,738.40"
"Newton,MO","28,396",79,19.7,1.00101,16,"49,220","4,749.60"
"Baker,OR","9,878",75,22.3,1.00093,15.4,"45,972","1,488.50"
"Benewah,ID","4,972",79,15.1,1.00086,14.7,"48,451","2,505.90"
"Marion,IA","19,217",67,26.4,1.00084,9.2,"63,491","5,343.90"
"Apache,AZ","20,930",33,11.7,1.00081,37.3,"33,652","6,429.50"
"Lamar,TX","21,338",79,17.6,1.00078,14.4,"45,767","4,783.50"
"York,NE","7,089",76,28.1,1.00073,9.7,"61,478","6,308.90"
"Liberty,FL","3,562",80,12.7,1.00060,23.8,"40,814","6,691.40"
"Morgan,AL","53,482",75,21.7,1.00059,13.2,"52,797","4,794.50"
"Lake,OH","127,867",57,27.9,1.00059,7.5,"65,883","2,172.90"
"Juneau,WI","13,702",65,13.6,1.00056,13.4,"52,891","6,388.90"
"Sherman,OR","1,197",78,19.5,1.00056,13.9,"58,838","1,292.10"
"Jefferson,AL","324,675",44,32.4,1.00054,16.1,"55,013","4,431.70"
"Sawyer,WI","10,479",57,23.2,1.00054,14.5,"46,490","4,426.90"
"Black Hawk,IA","66,549",46,28.6,1.00050,16.3,"52,320","7,333.80"
"Cleveland,NC","51,095",67,17.4,1.00031,19.1,"42,728","3,957.20"
"Jeff Davis,GA","5,774",82,10,1.00026,20.6,"37,211","5,464.80"
"Deuel,SD","2,350",73,23.6,1.00023,9.1,"55,404","6,136.50"
"Randolph,AR","6,769",81,14,1.00017,17.4,"37,799","4,967.10"
"Saline,NE","5,336",66,14.3,1.00014,12.4,"54,569","9,350.40"
"Graves,KY","16,920",79,16.3,1.00011,16.9,"46,785","3,912.40"
"Muskingum,OH","39,693",70,15.5,1.00001,16.6,"49,586","2,062.30"
"Alleghany,NC","6,040",75,16.7,1.00000,18.7,"39,735","3,304.30"
"Converse,WY","6,969",87,17.2,1.00000,9.5,"68,162","3,820.00"
"Sampson,NC","27,960",62,12.8,0.99998,22.8,"42,807","5,232.10"
"Lauderdale,AL","44,149",73,23.9,0.99991,14,"48,707","3,858.60"
"Mobile,AL","181,783",56,22.9,0.99975,20.8,"43,598","4,589.90"
"Jefferson,LA","193,631",56,26.1,0.99973,15.6,"50,871",356.3
"Campbell,VA","29,475",72,22.5,0.99971,11.3,"51,525","1,767.30"
"Curry,NM","14,812",71,19.8,0.99965,17.2,"47,202","5,313.20"
"Jones,IA","10,959",61,18.4,0.99961,11.4,"55,405","9,985.00"
"Passaic,NJ","111,703",39,28.1,0.99961,13.6,"71,959","5,187.50"
"Hamilton,TX","4,347",84,21.7,0.99953,14.7,"49,210","3,167.50"
"Erie,NY","381,437",48,33.7,0.99951,13.7,"56,375","2,119.60"
"Iowa,WI","13,984",43,24.3,0.99949,8.2,"68,017","4,839.90"
"Colquitt,GA","16,067",74,12.5,0.99925,23.9,"38,633","4,844.30"
"Sheridan,ND",812,86,10.9,0.99924,16.6,"39,439","5,551.30"
"Lake,OR","4,336",81,15.4,0.99924,18.3,"44,847","1,042.10"
"Mercer,NJ","138,884",29,42,0.99923,10.9,"79,979","3,229.20"
"Cherry,NE","3,252",88,21.2,0.99912,12.2,"49,782","2,794.90"
"Ashe,NC","15,691",73,19,0.99908,16.9,"41,864","2,532.80"
"Harney,OR","4,465",79,17,0.99905,15.1,"43,370","1,055.10"
"Sherman,TX",990,90,19.7,0.99901,12.1,"57,052","2,878.90"
"Burnett,WI","10,141",65,20,0.99896,10.7,"55,295","4,281.80"
"Burke,NC","44,182",70,16.6,0.99895,14,"44,946","3,733.20"
