Name of State,County Name,Margin Amount,Total number of voters
massachusetts,Pittsfield, Biden +52 ,"21,642"
massachusetts,Andover, Biden +35 ,"20,318"
massachusetts,Franklin, Biden +25 ,"19,667"
massachusetts,Marshfield, Biden +12 ,"17,231"
massachusetts,Walpole, Biden +20 ,"15,805"
massachusetts,Bridgewater, Biden +7 ,"14,328"
massachusetts,Marblehead, Biden +45 ,"14,179"
massachusetts,Acton, Biden +62 ,"13,533"
massachusetts,Foxborough, Biden +21 ,"11,070"
massachusetts,East Longmeadow, Biden +6 ,"10,074"
massachusetts,Hopkinton, Biden +39 ,"9,980"
massachusetts,East Bridgewater, Trump +2 ,"8,631"
massachusetts,Medfield, Biden +40 ,"8,216"
massachusetts,Clinton, Biden +23 ,"7,752"
massachusetts,Norwell, Biden +18 ,"7,345"
massachusetts,Westminster, Biden +3 ,"5,097"
massachusetts,Chatham, Biden +24 ,"5,001"
massachusetts,Southampton, Biden +10 ,"4,158"
massachusetts,Lincoln, Biden +66 ,"4,131"
massachusetts,Harvard, Biden +51 ,"4,039"
massachusetts,Shirley, Biden +16 ,"3,699"
massachusetts,Sherborn, Biden +57 ,"2,884"
massachusetts,Avon, Biden +21 ,"2,695"
massachusetts,Provincetown, Biden +85 ,"2,609"
massachusetts,Williamsburg, Biden +61 ,"1,822"
massachusetts,Conway, Biden +55 ,"1,302"
massachusetts,Goshen, Biden +28 ,672
massachusetts,Sandisfield, Biden +20 ,514
massachusetts,Tyringham, Biden +51 ,313
massachusetts,Quincy, Biden +35 ,"45,167"
massachusetts,Plymouth, Biden +16 ,"36,597"
massachusetts,Framingham, Biden +50 ,"32,032"
massachusetts,Haverhill, Biden +20 ,"31,854"
massachusetts,Peabody, Biden +14 ,"30,035"
massachusetts,Brookline, Biden +76 ,"29,755"
massachusetts,Chicopee, Biden +15 ,"25,730"
massachusetts,Methuen, Biden +12 ,"25,498"
massachusetts,Beverly, Biden +39 ,"24,067"
massachusetts,Billerica, Biden +10 ,"23,989"
massachusetts,Attleboro, Biden +18 ,"23,147"
massachusetts,Natick, Biden +52 ,"21,376"
massachusetts,Shrewsbury, Biden +30 ,"20,826"
massachusetts,Westfield, Biden +1.4 ,"20,305"
massachusetts,Needham, Biden +57 ,"20,072"
massachusetts,Lexington, Biden +65 ,"19,846"
massachusetts,North Andover, Biden +25 ,"17,972"
massachusetts,Dracut, Trump +0.6 ,"17,597"
massachusetts,Northampton, Biden +77 ,"17,394"
massachusetts,Randolph, Biden +58 ,"17,349"
massachusetts,Norwood, Biden +31 ,"17,055"
massachusetts,Danvers, Biden +18 ,"16,748"
massachusetts,Reading, Biden +33 ,"16,438"
massachusetts,Agawam, Trump +1.8 ,"16,069"
massachusetts,Wellesley, Biden +57 ,"15,982"
massachusetts,Dedham, Biden +38 ,"15,730"
massachusetts,Hingham, Biden +36 ,"15,627"
massachusetts,Burlington, Biden +25 ,"15,152"
massachusetts,Westford, Biden +36 ,"15,100"
massachusetts,Wilmington, Biden +11 ,"14,682"
massachusetts,Mansfield, Biden +27 ,"14,521"
massachusetts,Canton, Biden +29 ,"14,404"
massachusetts,Stoneham, Biden +23 ,"14,228"
massachusetts,Easton, Biden +22 ,"14,109"
massachusetts,Scituate, Biden +29 ,"13,537"
massachusetts,West Springfield, Biden +8 ,"13,205"
massachusetts,Newburyport, Biden +46 ,"12,650"
massachusetts,Concord, Biden +66 ,"12,188"
massachusetts,Sudbury, Biden +54 ,"12,004"
massachusetts,Pembroke, Biden +7 ,"11,730"
massachusetts,Ludlow, Trump +2 ,"11,299"
massachusetts,Somerset, Biden +6 ,"11,099"
massachusetts,Duxbury, Biden +25 ,"11,016"
massachusetts,Westborough, Biden +45 ,"10,540"
massachusetts,Westwood, Biden +32 ,"10,520"
massachusetts,Easthampton, Biden +50 ,"10,504"
massachusetts,Ashland, Biden +41 ,"10,430"
massachusetts,Dennis, Biden +22 ,"10,315"
massachusetts,Amesbury, Biden +33 ,"10,254"
massachusetts,Auburn, Biden +13 ,"10,086"
massachusetts,Swansea, Trump +4 ,"10,025"
massachusetts,Hanover, Biden +4 ,"9,568"
massachusetts,Holliston, Biden +44 ,"9,478"
massachusetts,Fairhaven, Biden +8 ,"9,445"
massachusetts,Harwich, Biden +26 ,"9,372"
massachusetts,Wilbraham, Biden +7 ,"9,341"
massachusetts,Medway, Biden +26 ,"8,405"
massachusetts,Charlton, Trump +7 ,"8,365"
massachusetts,Lynnfield, Biden +3 ,"8,282"
massachusetts,Webster, Biden <0.1 ,"8,225"
massachusetts,Millbury, Biden +5 ,"8,029"
massachusetts,Wrentham, Biden +12 ,"7,764"
massachusetts,Brewster, Biden +35 ,"7,394"
massachusetts,Nantucket, Biden +46 ,"7,297"
massachusetts,Lakeville, Trump +6 ,"7,213"
massachusetts,Norfolk, Biden +22 ,"6,790"
massachusetts,Sutton, Biden <0.1 ,"6,227"
massachusetts,Sturbridge, Biden +15 ,"6,046"
massachusetts,Dudley, Trump +7 ,"6,018"
massachusetts,Middleton, Trump +4 ,"5,772"
massachusetts,Plainville, Biden +12 ,"5,767"
massachusetts,Southwick, Trump +15 ,"5,731"
massachusetts,Rutland, Biden +2 ,"5,676"
massachusetts,Cohasset, Biden +38 ,"5,652"
massachusetts,Millis, Biden +26 ,"5,589"
massachusetts,Salisbury, Biden +4 ,"5,539"
massachusetts,Douglas, Trump +9 ,"5,477"
massachusetts,Athol, Biden +1.9 ,"5,410"
massachusetts,Monson, Trump +3 ,"5,162"
massachusetts,Winchendon, Trump +7 ,"5,144"
massachusetts,Newbury, Biden +27 ,"5,021"
massachusetts,Ware, Trump +2 ,"4,916"
massachusetts,Hamilton, Biden +38 ,"4,878"
massachusetts,Montague, Biden +47 ,"4,828"
massachusetts,Dighton, Trump +7 ,"4,724"
massachusetts,Mattapoisett, Biden +18 ,"4,685"
massachusetts,Ayer, Biden +30 ,"4,614"
massachusetts,West Bridgewater, Trump +1.2 ,"4,591"
massachusetts,Groveland, Biden +10 ,"4,493"
massachusetts,Rowley, Biden +6 ,"4,215"
massachusetts,Berkley, Trump +12 ,"4,068"
massachusetts,Dover, Biden +40 ,"4,019"
massachusetts,Granby, Biden +6 ,"3,931"
massachusetts,Mendon, Biden +7 ,"3,905"
massachusetts,Ashburnham, Biden +9 ,"3,751"
massachusetts,Bolton, Biden +37 ,"3,725"
massachusetts,Marion, Biden +30 ,"3,694"
massachusetts,Carlisle, Biden +55 ,"3,604"
massachusetts,Lee, Biden +41 ,"3,470"
massachusetts,Boxborough, Biden +51 ,"3,390"
massachusetts,Hampden, Trump +5 ,"3,326"
massachusetts,Barre, Biden +0.1 ,"3,163"
massachusetts,Edgartown, Biden +43 ,"3,093"
massachusetts,Paxton, Biden +12 ,"2,939"
massachusetts,Hubbardston, Trump +1.8 ,"2,923"
massachusetts,Warren, Trump +9 ,"2,585"
massachusetts,Princeton, Biden +21 ,"2,495"
massachusetts,Essex, Biden +34 ,"2,485"
massachusetts,Hatfield, Biden +38 ,"2,283"
massachusetts,Berlin, Biden +24 ,"2,254"
massachusetts,Sheffield, Biden +45 ,"2,157"
massachusetts,Brookfield, Trump +5 ,"2,051"
massachusetts,Lanesborough, Biden +33 ,"1,882"
massachusetts,Millville, Trump +8 ,"1,839"
massachusetts,Truro, Biden +59 ,"1,761"
massachusetts,Hardwick, Biden +0.9 ,"1,525"
massachusetts,Bernardston, Biden +36 ,"1,373"
massachusetts,East Brookfield, Trump +11 ,"1,357"
massachusetts,Ashfield, Biden +67 ,"1,218"
massachusetts,Hinsdale, Biden +30 ,"1,210"
massachusetts,Buckland, Biden +52 ,"1,189"
massachusetts,Phillipston, Trump +11 ,"1,113"
massachusetts,Whately, Biden +37 ,"1,106"
massachusetts,Otis, Biden +11 ,"1,011"
massachusetts,Chilmark, Biden +75 ,913
massachusetts,Royalston, Biden +6 ,783
massachusetts,New Braintree, Trump +3 ,668
massachusetts,Monterey, Biden +64 ,591
massachusetts,Hancock, Biden +10 ,478
massachusetts,Plainfield, Biden +45 ,443
massachusetts,Tolland, Trump +15 ,327
massachusetts,Alford, Biden +68 ,325
massachusetts,Rowe, Biden +15 ,267
massachusetts,Hawley, Biden +37 ,231
massachusetts,Acushnet, — ,0
massachusetts,Adams, — ,0
massachusetts,Aquinnah, — ,0
massachusetts,Becket, — ,0
massachusetts,Bedford, — ,0
massachusetts,Bellingham, — ,0
massachusetts,Blackstone, — ,0
massachusetts,Blandford, — ,0
massachusetts,Boylston, — ,0
massachusetts,Brimfield, — ,0
massachusetts,Brockton, — ,0
massachusetts,Carver, — ,0
massachusetts,Cheshire, — ,0
massachusetts,Chester, — ,0
massachusetts,Chesterfield, — ,0
massachusetts,Clarksburg, — ,0
massachusetts,Colrain, — ,0
massachusetts,Dalton, — ,0
massachusetts,Deerfield, — ,0
massachusetts,Dunstable, — ,0
massachusetts,Egremont, — ,0
massachusetts,Erving, — ,0
massachusetts,Everett, — ,0
massachusetts,Florida, — ,0
massachusetts,Georgetown, — ,0
massachusetts,Gill, — ,0
massachusetts,Gosnold, — ,0
massachusetts,Great Barrington, — ,0
massachusetts,Greenfield, — ,0
massachusetts,Hadley, — ,0
massachusetts,Halifax, — ,0
massachusetts,Hanson, — ,0
massachusetts,Heath, — ,0
massachusetts,Holbrook, — ,0
massachusetts,Holland, — ,0
massachusetts,Hull, — ,0
massachusetts,Huntington, — ,0
massachusetts,Ipswich, — ,0
massachusetts,Leicester, — ,0
massachusetts,Lenox, — ,0
massachusetts,Littleton, — ,0
massachusetts,Longmeadow, — ,0
massachusetts,Lunenburg, — ,0
massachusetts,Manchester, — ,0
massachusetts,Mashpee, — ,0
massachusetts,Maynard, — ,0
massachusetts,Merrimac, — ,0
massachusetts,Middlefield, — ,0
massachusetts,Monroe, — ,0
massachusetts,Montgomery, — ,0
massachusetts,Mount Washington, — ,0
massachusetts,New Ashford, — ,0
massachusetts,New Bedford, — ,0
massachusetts,New Marlborough, — ,0
massachusetts,New Salem, — ,0
massachusetts,North Adams, — ,0
massachusetts,North Attleborough, — ,0
massachusetts,North Reading, — ,0
massachusetts,Northbridge, — ,0
massachusetts,Oak Bluffs, — ,0
massachusetts,Oakham, — ,0
massachusetts,Orange, — ,0
massachusetts,Oxford, — ,0
massachusetts,Pelham, — ,0
massachusetts,Petersham, — ,0
massachusetts,Raynham, — ,0
massachusetts,Rehoboth, — ,0
massachusetts,Revere, — ,0
massachusetts,Richmond, — ,0
massachusetts,Rochester, — ,0
massachusetts,Rockport, — ,0
massachusetts,Russell, — ,0
massachusetts,Seekonk, — ,0
massachusetts,Sharon, — ,0
massachusetts,Shelburne, — ,0
massachusetts,South Hadley, — ,0
massachusetts,Spencer, — ,0
massachusetts,Sterling, — ,0
massachusetts,Stoughton, — ,0
massachusetts,Stow, — ,0
massachusetts,Sunderland, — ,0
massachusetts,Swampscott, — ,0
massachusetts,Taunton, — ,0
massachusetts,Templeton, — ,0
massachusetts,Townsend, — ,0
massachusetts,Tyngsborough, — ,0
massachusetts,Upton, — ,0
massachusetts,Uxbridge, — ,0
massachusetts,Wakefield, — ,0
massachusetts,Warwick, — ,0
massachusetts,Washington, — ,0
massachusetts,Wayland, — ,0
massachusetts,Wellfleet, — ,0
massachusetts,Wendell, — ,0
massachusetts,Wenham, — ,0
massachusetts,West Boylston, — ,0
massachusetts,West Brookfield, — ,0
massachusetts,West Stockbridge, — ,0
massachusetts,Westhampton, — ,0
massachusetts,Weston, — ,0
massachusetts,Westport, — ,0
massachusetts,Whitman, — ,0
massachusetts,Worthington, — ,0
michigan,Roscommon, Trump +30 ,"15,018"
michigan,Genesee, Biden +9 ,"222,969"
michigan,Berrien, Trump +7 ,"82,404"
michigan,Kalamazoo, Biden +19 ,"143,640"
michigan,Wayne, Biden +37 ,"839,404"
michigan,Oakland, Biden +14 ,"778,418"
michigan,Macomb, Trump +8 ,"496,523"
michigan,Kent, Biden +6 ,"359,915"
michigan,Washtenaw, Biden +47 ,"216,924"
michigan,Ottawa, Trump +21 ,"168,074"
michigan,Ingham, Biden +32 ,"144,797"
michigan,Livingston, Trump +23 ,"127,162"
michigan,Saginaw, Biden +0.3 ,"103,326"
michigan,Muskegon, Trump <0.1 ,"94,497"
michigan,St. Clair, Trump +30 ,"92,062"
michigan,Monroe, Trump +23 ,"87,223"
michigan,Jackson, Trump +19 ,"81,032"
michigan,Allegan, Trump +25 ,"67,182"
michigan,Calhoun, Trump +11 ,"65,568"
michigan,Eaton, Trump +0.8 ,"64,451"
michigan,Grand Traverse, Trump +3 ,"60,226"
michigan,Bay, Trump +17 ,"53,505"
michigan,Lenawee, Trump +20 ,"53,448"
michigan,Lapeer, Trump +36 ,"52,639"
michigan,Midland, Trump +15 ,"49,165"
michigan,Clinton, Trump +7 ,"47,902"
michigan,Shiawassee, Trump +20 ,"39,250"
michigan,Van Buren, Trump +12 ,"39,060"
michigan,Marquette, Biden +11 ,"37,553"
michigan,Barry, Trump +32 ,"35,914"
michigan,Ionia, Trump +30 ,"32,201"
michigan,Montcalm, Trump +38 ,"32,086"
michigan,Tuscola, Trump +39 ,"29,495"
michigan,Isabella, Trump +3 ,"29,409"
minnesota,Winona, Biden +0.2 ,"26,997"
minnesota,St. Louis, Biden +16 ,"118,773"
minnesota,Blue Earth, Biden +4 ,"35,728"
minnesota,Nicollet, Biden +3 ,"19,104"
minnesota,Ramsey, Biden +46 ,"294,391"
minnesota,Lake, Biden +4 ,"7,196"
minnesota,Stearns, Trump +23 ,"84,647"
minnesota,Cottonwood, Trump +38 ,"5,968"
minnesota,Lincoln, Trump +38 ,"3,114"
minnesota,Clay, Biden +4 ,"32,115"
minnesota,Steele, Trump +22 ,"20,806"
minnesota,Mower, Trump +5 ,"19,078"
minnesota,Traverse, Trump +27 ,"1,864"
minnesota,Hennepin, Biden +43 ,"753,351"
minnesota,Rice, Trump +0.2 ,"35,582"
minnesota,Beltrami, Trump +3 ,"24,121"
minnesota,Douglas, Trump +33 ,"24,106"
minnesota,Lac Qui Parle, Trump +27 ,"4,039"
minnesota,Sherburne, Trump +34 ,"53,931"
minnesota,Otter Tail, Trump +33 ,"36,213"
minnesota,Goodhue, Trump +15 ,"28,552"
minnesota,Polk, Trump +28 ,"15,581"
minnesota,Jackson, Trump +38 ,"5,809"
minnesota,Murray, Trump +39 ,"4,882"
minnesota,Dakota, Biden +14 ,"260,598"
minnesota,Kandiyohi, Trump +26 ,"23,301"
minnesota,Freeborn, Trump +14 ,"15,949"
minnesota,Hubbard, Trump +29 ,"12,915"
minnesota,Wilkin, Trump +38 ,"3,435"
minnesota,Anoka, Trump +1.9 ,"210,972"
minnesota,Olmsted, Biden +11 ,"91,035"
minnesota,Houston, Trump +13 ,"11,435"
minnesota,Marshall, Trump +48 ,"5,093"
minnesota,Grant, Trump +27 ,"3,647"
minnesota,Norman, Trump +16 ,"3,425"
minnesota,Washington, Biden +9 ,"166,145"
minnesota,Scott, Trump +7 ,"87,663"
minnesota,Wright, Trump +29 ,"80,549"
minnesota,Carver, Trump +5 ,"66,073"
minnesota,Crow Wing, Trump +30 ,"40,135"
minnesota,Chisago, Trump +29 ,"34,451"
minnesota,Itasca, Trump +17 ,"26,502"
minnesota,Isanti, Trump +39 ,"24,135"
minnesota,Benton, Trump +32 ,"22,207"
minnesota,McLeod, Trump +36 ,"20,909"
minnesota,Carlton, Biden +1.5 ,"20,361"
minnesota,Morrison, Trump +54 ,"19,517"
minnesota,Becker, Trump +30 ,"19,401"
minnesota,Cass, Trump +29 ,"18,070"
minnesota,Le Sueur, Trump +30 ,"16,764"
minnesota,Pine, Trump +30 ,"15,372"
minnesota,Brown, Trump +33 ,"14,623"
minnesota,Meeker, Trump +41 ,"13,492"
minnesota,Mille Lacs, Trump +45 ,"13,409"
minnesota,Todd, Trump +49 ,"13,234"
minnesota,Wabasha, Trump +26 ,"13,088"
minnesota,Dodge, Trump +35 ,"12,953"
minnesota,Lyon, Trump +26 ,"12,877"
minnesota,Fillmore, Trump +23 ,"12,128"
minnesota,Martin, Trump +38 ,"11,038"
minnesota,Waseca, Trump +30 ,"10,383"
minnesota,Aitkin, Trump +27 ,"10,005"
minnesota,Kanabec, Trump +38 ,"9,234"
minnesota,Nobles, Trump +31 ,"8,708"
minnesota,Sibley, Trump +41 ,"8,448"
minnesota,Roseau, Trump +46 ,"8,390"
minnesota,Redwood, Trump +41 ,"8,290"
minnesota,Renville, Trump +37 ,"8,115"
minnesota,Faribault, Trump +34 ,"7,885"
minnesota,Wadena, Trump +46 ,"7,656"
minnesota,Pennington, Trump +27 ,"7,262"
minnesota,Pope, Trump +28 ,"7,019"
minnesota,Koochiching, Trump +21 ,"6,915"
minnesota,Chippewa, Trump +31 ,"6,595"
minnesota,Yellow Medicine, Trump +37 ,"5,521"
minnesota,Rock, Trump +39 ,"5,232"
minnesota,Watonwan, Trump +22 ,"5,186"
minnesota,Swift, Trump +30 ,"5,185"
minnesota,Stevens, Trump +22 ,"5,060"
minnesota,Pipestone, Trump +46 ,"4,931"
minnesota,Clearwater, Trump +45 ,"4,705"
minnesota,Cook, Biden +34 ,"3,786"
minnesota,Big Stone, Trump +27 ,"2,972"
minnesota,Kittson, Trump +20 ,"2,636"
minnesota,Lake of the Woods, Trump +43 ,"2,400"
minnesota,Mahnomen, Trump +1.4 ,"2,302"
minnesota,Red Lake, Trump +35 ,"2,190"
mississippi,Covington, Trump +18 ,"4,891"
mississippi,Claiborne, Biden +64 ,"2,886"
mississippi,Washington, Biden +20 ,"10,514"
mississippi,Tate, Trump +33 ,"8,420"
mississippi,Hinds, Biden +46 ,"81,811"
mississippi,Rankin, Trump +48 ,"53,400"
mississippi,Grenada, Trump +26 ,"7,838"
mississippi,Winston, Trump +15 ,"7,011"
mississippi,Calhoun, Trump +43 ,"5,581"
mississippi,Lee, Trump +36 ,"31,762"
mississippi,Carroll, Trump +46 ,"4,509"
mississippi,Tallahatchie, Biden +8 ,"4,956"
mississippi,DeSoto, Trump +24 ,"61,689"
mississippi,Panola, Trump +7 ,"10,843"
mississippi,Monroe, Trump +35 ,"14,461"
mississippi,Harrison, Trump +37 ,"60,941"
mississippi,Lauderdale, Trump +23 ,"25,970"
mississippi,Lafayette, Trump +17 ,"17,163"
mississippi,Lincoln, Trump +43 ,"14,247"
mississippi,Sunflower, Biden +36 ,"7,568"
mississippi,Coahoma, Biden +47 ,"7,136"
mississippi,Jeff Davis, Biden +15 ,"4,650"
mississippi,Jones, Trump +46 ,"26,492"
mississippi,Marshall, Trump +2 ,"13,064"
missouri,Pemiscot, Trump +45 ,"5,727"
missouri,St. Louis County, Biden +24 ,"528,107"
missouri,Sullivan, Trump +61 ,"2,471"
missouri,Dunklin, Trump +57 ,"10,419"
missouri,New Madrid, Trump +51 ,"7,248"
missouri,Buchanan, Trump +25 ,"36,713"
missouri,Holt, Trump +70 ,"2,343"
missouri,Jackson, Biden +22 ,"330,771"
missouri,Cole, Trump +34 ,"39,486"
missouri,Stoddard, Trump +72 ,"13,410"
missouri,St. Clair, Trump +59 ,"4,972"
missouri,Grundy, Trump +63 ,"4,437"
missouri,Shannon, Trump +63 ,"3,908"
missouri,Putnam, Trump +69 ,"2,361"
missouri,Phelps, Trump +40 ,"19,531"
missouri,Nodaway, Trump +41 ,"9,874"
missouri,Wayne, Trump +70 ,"5,874"
missouri,Linn, Trump +54 ,"5,700"
missouri,Oregon, Trump +64 ,"4,742"
missouri,Mercer, Trump +74 ,"1,779"
missouri,Pulaski, Trump +46 ,"14,419"
missouri,Reynolds, Trump +67 ,"3,298"
missouri,St. Charles, Trump +17 ,"222,175"
missouri,Greene, Trump +20 ,"138,074"
missouri,St. Louis City, Biden +66 ,"131,876"
missouri,Clay, Trump +4 ,"126,618"
missouri,Jefferson, Trump +34 ,"116,629"
missouri,Boone, Biden +13 ,"91,200"
missouri,Platte, Trump +1.9 ,"58,523"
missouri,Cass, Trump +32 ,"57,524"
missouri,Franklin, Trump +44 ,"53,750"
missouri,Jasper, Trump +46 ,"52,515"
missouri,Christian, Trump +51 ,"46,904"
missouri,Cape Girardeau, Trump +45 ,"40,252"
missouri,Lincoln, Trump +53 ,"28,814"
missouri,Newton, Trump +57 ,"28,396"
missouri,St. Francois, Trump +48 ,"27,996"
missouri,Taney, Trump +58 ,"26,240"
missouri,Camden, Trump +53 ,"24,774"
missouri,Johnson, Trump +37 ,"23,134"
missouri,Callaway, Trump +42 ,"21,178"
missouri,Pettis, Trump +48 ,"19,069"
missouri,Webster, Trump +60 ,"18,776"
missouri,Howell, Trump +64 ,"18,637"
missouri,Stone, Trump +61 ,"18,378"
missouri,Warren, Trump +46 ,"18,373"
missouri,Butler, Trump +62 ,"18,165"
missouri,Lawrence, Trump +63 ,"17,930"
missouri,Scott, Trump +56 ,"17,748"
missouri,Lafayette, Trump +46 ,"17,083"
missouri,LaClede, Trump +65 ,"16,819"
missouri,Barry, Trump +61 ,"15,616"
missouri,Polk, Trump +60 ,"15,059"
missouri,Marion, Trump +50 ,"13,370"
missouri,Miller, Trump +66 ,"12,379"
missouri,Ray, Trump +45 ,"11,654"
missouri,Texas, Trump +68 ,"11,332"
missouri,Crawford, Trump +60 ,"10,973"
missouri,Clinton, Trump +45 ,"10,894"
missouri,Henry, Trump +50 ,"10,776"
missouri,Randolph, Trump +52 ,"10,742"
missouri,Audrain, Trump +47 ,"10,660"
missouri,Benton, Trump +57 ,"10,478"
missouri,Adair, Trump +26 ,"10,337"
missouri,Washington, Trump +63 ,"9,972"
missouri,Andrew, Trump +50 ,"9,774"
missouri,Saline, Trump +37 ,"9,528"
missouri,Ste. Genevieve, Trump +41 ,"9,495"
missouri,Morgan, Trump +58 ,"9,484"
missouri,Perry, Trump +63 ,"9,429"
missouri,Vernon, Trump +57 ,"9,164"
missouri,McDonald, Trump +67 ,"9,051"
missouri,Wright, Trump +72 ,"8,741"
missouri,Cooper, Trump +46 ,"8,710"
missouri,Bates, Trump +58 ,"8,435"
missouri,Dallas, Trump +65 ,"8,122"
missouri,Gasconade, Trump +58 ,"7,934"
missouri,Macon, Trump +56 ,"7,834"
missouri,Pike, Trump +54 ,"7,686"
missouri,Osage, Trump +71 ,"7,449"
missouri,Moniteau, Trump +62 ,"7,150"
missouri,Dent, Trump +69 ,"7,142"
missouri,Cedar, Trump +66 ,"7,039"
missouri,Douglas, Trump +70 ,"6,994"
missouri,Livingston, Trump +57 ,"6,755"
missouri,Barton, Trump +71 ,"6,077"
missouri,Bollinger, Trump +74 ,"5,981"
missouri,Montgomery, Trump +56 ,"5,770"
missouri,Ripley, Trump +70 ,"5,743"
missouri,Madison, Trump +63 ,"5,671"
missouri,Ralls, Trump +56 ,"5,662"
missouri,Howard, Trump +42 ,"5,089"
missouri,Hickory, Trump +57 ,"5,080"
missouri,Ozark, Trump +68 ,"4,870"
missouri,DeKalb, Trump +60 ,"4,842"
missouri,Maries, Trump +64 ,"4,774"
missouri,Mississippi, Trump +50 ,"4,756"
missouri,Caldwell, Trump +60 ,"4,696"
missouri,Lewis, Trump +56 ,"4,607"
missouri,Iron, Trump +58 ,"4,592"
missouri,Carroll, Trump +64 ,"4,531"
missouri,Monroe, Trump +57 ,"4,469"
missouri,Dade, Trump +67 ,"4,123"
missouri,Chariton, Trump +54 ,"4,074"
missouri,Daviess, Trump +60 ,"3,884"
missouri,Harrison, Trump +68 ,"3,825"
missouri,Clark, Trump +59 ,"3,394"
missouri,Shelby, Trump +63 ,"3,355"
missouri,Gentry, Trump +61 ,"3,239"
missouri,Carter, Trump +70 ,"2,906"
missouri,Atchison, Trump +58 ,"2,814"
missouri,Schuyler, Trump +61 ,"2,005"
missouri,Scotland, Trump +59 ,"1,985"
missouri,Knox, Trump +62 ,"1,856"
missouri,Worth, Trump +60 ,"1,107"
nebraska,Hitchcock, Trump +74 ,"1,464"
nebraska,Sioux, Trump +78 ,727
nebraska,Hayes, Trump +86 ,532
nebraska,Grant, Trump +88 ,400
nebraska,Boyd, Trump +76 ,"1,149"
nebraska,Logan, Trump +82 ,450
nebraska,Blaine, Trump +77 ,317
nebraska,Cheyenne, Trump +62 ,"4,730"
nebraska,Banner, Trump +78 ,410
nebraska,Sheridan, Trump +73 ,"2,672"
nebraska,Dundy, Trump +78 ,999
nebraska,Keya Paha, Trump +81 ,529
nebraska,Box Butte, Trump +57 ,"5,081"
nebraska,Franklin, Trump +67 ,"1,721"
nebraska,Lincoln, Trump +55 ,"16,926"
nebraska,Custer, Trump +72 ,"5,877"
nebraska,Saline, Trump +32 ,"5,336"
nebraska,Burt, Trump +40 ,"3,709"
nebraska,Cherry, Trump +76 ,"3,252"
nebraska,Nuckolls, Trump +63 ,"2,296"
nebraska,Thurston, Trump +2 ,"2,294"
nebraska,Chase, Trump +76 ,"1,967"
nebraska,Thomas, Trump +78 ,427
nebraska,Arthur, Trump +84 ,284
nebraska,Platte, Trump +56 ,"15,256"
nebraska,Red Willow, Trump +68 ,"5,452"
nebraska,Richardson, Trump +50 ,"4,018"
nebraska,Jefferson, Trump +43 ,"3,686"
nebraska,Nemaha, Trump +44 ,"3,381"
nebraska,Fillmore, Trump +53 ,"3,105"
nebraska,Valley, Trump +64 ,"2,333"
nebraska,Harlan, Trump +69 ,"1,928"
nebraska,Brown, Trump +76 ,"1,676"
nebraska,Perkins, Trump +73 ,"1,540"
nebraska,Rock, Trump +78 ,838
nebraska,Scotts Bluff, Trump +44 ,"15,289"
nebraska,Dawson, Trump +44 ,"9,140"
nebraska,Dakota, Trump +18 ,"6,687"
nebraska,Phelps, Trump +68 ,"4,979"
nebraska,Johnson, Trump +39 ,"2,227"
nebraska,Sherman, Trump +57 ,"1,680"
nebraska,Pawnee, Trump +52 ,"1,427"
nebraska,Frontier, Trump +72 ,"1,414"
nebraska,Greeley, Trump +63 ,"1,256"
nebraska,Deuel, Trump +69 ,"1,082"
nebraska,Hooker, Trump +72 ,442
nebraska,Douglas, Biden +11 ,"258,422"
nebraska,Adams, Trump +40 ,"14,512"
nebraska,Holt, Trump +74 ,"5,477"
nebraska,Keith, Trump +64 ,"4,341"
nebraska,Webster, Trump +63 ,"1,876"
nebraska,Wheeler, Trump +75 ,501
nebraska,Hall, Trump +35 ,"23,999"
nebraska,Dodge, Trump +32 ,"16,880"
nebraska,Madison, Trump +54 ,"15,407"
nebraska,Cuming, Trump +59 ,"4,412"
nebraska,Kearney, Trump +59 ,"3,591"
nebraska,Antelope, Trump +74 ,"3,561"
nebraska,Garfield, Trump +74 ,"1,067"
nebraska,Gage, Trump +37 ,"11,007"
nebraska,Thayer, Trump +56 ,"2,951"
nebraska,Garden, Trump +72 ,"1,195"
nebraska,Lancaster, Biden +8 ,"153,031"
nebraska,Sarpy, Trump +11 ,"95,409"
nebraska,Buffalo, Trump +43 ,"23,474"
nebraska,Cass, Trump +35 ,"14,071"
nebraska,Saunders, Trump +45 ,"12,646"
nebraska,Washington, Trump +40 ,"12,352"
nebraska,Seward, Trump +44 ,"9,065"
nebraska,Otoe, Trump +38 ,"8,306"
nebraska,York, Trump +52 ,"7,089"
nebraska,Hamilton, Trump +58 ,"5,520"
nebraska,Cedar, Trump +69 ,"4,996"
nebraska,Knox, Trump +60 ,"4,693"
nebraska,Butler, Trump +59 ,"4,478"
nebraska,Merrick, Trump +63 ,"4,267"
nebraska,Wayne, Trump +48 ,"4,200"
nebraska,Dawes, Trump +45 ,"4,102"
nebraska,Pierce, Trump +74 ,"4,006"
nebraska,Colfax, Trump +43 ,"3,724"
nebraska,Clay, Trump +62 ,"3,549"
nebraska,Howard, Trump +61 ,"3,501"
nebraska,Boone, Trump +67 ,"3,217"
nebraska,Stanton, Trump +64 ,"3,165"
nebraska,Dixon, Trump +55 ,"3,083"
nebraska,Polk, Trump +61 ,"2,870"
nebraska,Furnas, Trump +68 ,"2,589"
