Name of State,County Name,Margin Amount,Total number of voters
arkansas,White, Trump +59 ,"30,689"
arkansas,Greene, Trump +60 ,"16,066"
arkansas,Prairie, Trump +61 ,"3,465"
arkansas,Benton, Trump +28 ,"122,166"
arkansas,Washington, Trump +4 ,"93,467"
arkansas,Saline, Trump +41 ,"56,903"
arkansas,Faulkner, Trump +30 ,"54,264"
arkansas,Craighead, Trump +36 ,"38,364"
arkansas,Lonoke, Trump +53 ,"30,660"
arkansas,Boone, Trump +62 ,"17,103"
arkansas,Independence, Trump +58 ,"14,486"
arkansas,Cleburne, Trump +66 ,"12,617"
arkansas,Carroll, Trump +29 ,"11,639"
arkansas,Hempstead, Trump +38 ,"9,593"
arkansas,Johnson, Trump +49 ,"9,402"
arkansas,Conway, Trump +36 ,"8,641"
arkansas,Columbia, Trump +31 ,"8,550"
arkansas,Polk, Trump +68 ,"8,468"
arkansas,Clark, Trump +14 ,"8,358"
arkansas,Logan, Trump +60 ,"8,222"
arkansas,Grant, Trump +67 ,"8,197"
arkansas,Ashley, Trump +43 ,"7,911"
arkansas,Van Buren, Trump +57 ,"7,704"
arkansas,Sharp, Trump +60 ,"7,544"
arkansas,Marion, Trump +57 ,"7,481"
arkansas,Madison, Trump +56 ,"7,315"
arkansas,Franklin, Trump +61 ,"7,113"
arkansas,Drew, Trump +28 ,"6,879"
arkansas,Randolph, Trump +61 ,"6,769"
arkansas,Yell, Trump +59 ,"6,711"
arkansas,Phillips, Biden +19 ,"6,155"
arkansas,Stone, Trump +58 ,"5,919"
arkansas,Lawrence, Trump +60 ,"5,857"
arkansas,Izard, Trump +62 ,"5,792"
arkansas,Sevier, Trump +53 ,"5,202"
arkansas,Little River, Trump +48 ,"5,178"
arkansas,Fulton, Trump +57 ,"5,098"
arkansas,Jackson, Trump +44 ,"5,076"
arkansas,Howard, Trump +42 ,"4,818"
arkansas,Perry, Trump +53 ,"4,607"
arkansas,Pike, Trump +68 ,"4,240"
arkansas,Searcy, Trump +69 ,"4,018"
arkansas,Newton, Trump +62 ,"3,998"
arkansas,Lincoln, Trump +44 ,"3,870"
arkansas,Montgomery, Trump +60 ,"3,839"
arkansas,Cleveland, Trump +62 ,"3,588"
arkansas,Nevada, Trump +31 ,"3,358"
colorado,Denver, Biden +66 ,"308,783"
colorado,Boulder, Biden +60 ,"179,246"
colorado,El Paso, Trump +9 ,"324,309"
colorado,Logan, Trump +56 ,"10,411"
colorado,Cheyenne, Trump +76 ,"1,105"
colorado,Alamosa, Trump +0.7 ,"7,519"
colorado,Clear Creek, Biden +14 ,"6,290"
colorado,Pueblo, Biden +1.8 ,"86,761"
colorado,Mesa, Trump +27 ,"85,368"
colorado,Prowers, Trump +46 ,"5,507"
colorado,Yuma, Trump +67 ,"4,885"
colorado,Kit Carson, Trump +64 ,"3,792"
colorado,Costilla, Biden +28 ,"2,031"
colorado,Morgan, Trump +42 ,"13,415"
colorado,Pitkin, Biden +52 ,"11,829"
colorado,Grand, Trump +1.9 ,"9,606"
colorado,Otero, Trump +23 ,"9,459"
colorado,Arapahoe, Biden +25 ,"343,706"
colorado,Summit, Biden +40 ,"18,330"
colorado,Phillips, Trump +60 ,"2,461"
colorado,Sedgwick, Trump +57 ,"1,441"
colorado,Kiowa, Trump +77 ,902
colorado,Hinsdale, Trump +16 ,632
colorado,Garfield, Biden +2 ,"30,274"
colorado,Fremont, Trump +40 ,"25,058"
colorado,Delta, Trump +37 ,"19,272"
colorado,Moffat, Trump +64 ,"6,964"
colorado,Rio Blanco, Trump +68 ,"3,672"
colorado,Larimer, Biden +15 ,"223,653"
colorado,Elbert, Trump +50 ,"18,554"
colorado,Park, Trump +17 ,"12,032"
colorado,Gunnison, Biden +31 ,"10,887"
colorado,Las Animas, Trump +10 ,"7,897"
colorado,Lake, Biden +20 ,"3,938"
colorado,Washington, Trump +74 ,"2,943"
colorado,Lincoln, Trump +63 ,"2,630"
colorado,Jefferson, Biden +19 ,"375,887"
colorado,Adams, Biden +16 ,"234,599"
colorado,Douglas, Trump +6 ,"223,667"
colorado,Weld, Trump +18 ,"164,791"
colorado,Broomfield, Biden +27 ,"46,297"
colorado,La Plata, Biden +18 ,"35,280"
colorado,Eagle, Biden +30 ,"28,427"
colorado,Montrose, Trump +36 ,"24,764"
colorado,Teller, Trump +35 ,"16,793"
colorado,Routt, Biden +28 ,"16,767"
colorado,Montezuma, Trump +22 ,"15,421"
colorado,Chaffee, Biden +7 ,"13,620"
colorado,Archuleta, Trump +16 ,"9,030"
colorado,Rio Grande, Trump +18 ,"6,280"
colorado,San Miguel, Biden +56 ,"5,057"
colorado,Huerfano, Trump +3 ,"4,389"
colorado,Conejos, Trump +8 ,"4,291"
colorado,Gilpin, Biden +9 ,"4,143"
colorado,Ouray, Biden +20 ,"3,960"
colorado,Custer, Trump +37 ,"3,586"
colorado,Saguache, Biden +14 ,"3,337"
colorado,Bent, Trump +33 ,"2,229"
colorado,Baca, Trump +70 ,"2,193"
colorado,Crowley, Trump +48 ,"1,730"
colorado,Dolores, Trump +52 ,"1,431"
colorado,Jackson, Trump +58 ,873
colorado,Mineral, Trump +14 ,754
colorado,San Juan, Biden +25 ,563
maine,Millinocket, Trump +18 ,171
maine,Bath, Trump +17 ,502
maine,Piscataquis County Townshps, Trump +40 ,87
maine,New Canada, Trump +20 ,159
maine,Frye Island, Biden +33 ,57
maine,Frenchboro, Trump +23 ,31
maine,Cranberry Isles, Biden +43 ,138
maine,Lisbon, Trump +21 ,"4,269"
maine,Castine, Biden +42 ,501
maine,New Sweden, Trump +13 ,322
maine,Winterville Plt., Trump +18 ,125
maine,Rangeley Plt., Trump +20 ,145
maine,Macwahoc Plt., Trump +42 ,43
maine,Bangor, Biden +21 ,"14,671"
maine,Atkinson, Trump +42 ,173
maine,Carroll Plt., Trump +62 ,90
maine,Princeton, Trump +47 ,468
maine,Grand Lake Stream Plt, Trump +23 ,98
maine,Howland, Trump +26 ,643
maine,Wilton, Trump +6 ,"2,177"
maine,Machias, Trump +7 ,893
maine,Mars Hill, Trump +39 ,742
maine,Bridgewater, Trump +44 ,297
maine,Wade, Trump +18 ,142
maine,Livermore Falls, Trump +19 ,"1,393"
maine,Mexico, Trump +9 ,"1,271"
maine,West Paris, Trump +19 ,957
maine,Baileyville, Trump +27 ,673
maine,Weston, Trump +38 ,182
maine,Presque Isle, Trump +10 ,"4,229"
maine,Frenchville, Trump +21 ,603
maine,Lee, Trump +41 ,508
maine,Eagle Lake, Trump +13 ,460
maine,Dyer Brook, Trump +44 ,150
maine,Merrill, Trump +35 ,136
maine,Eastport, Biden +16 ,835
maine,Washburn, Trump +29 ,820
maine,Woodland, Trump +26 ,662
maine,Mattawamkeag, Trump +35 ,388
maine,Wallagrass, Biden +7 ,291
maine,Westfield, Trump +31 ,267
maine,Topsfield, Trump +61 ,124
maine,Alexander, Trump +49 ,308
maine,Grand Isle, Trump +5 ,232
maine,Stockholm, Trump +10 ,160
maine,Great Pond, Trump +16 ,43
maine,Portland, Biden +66 ,"41,532"
maine,Rumford, Trump +8 ,"2,863"
maine,Calais, Trump +15 ,"1,516"
maine,Buckfield, Trump +18 ,"1,098"
maine,Andover, Trump +13 ,538
maine,St. John Plt., Trump +24 ,171
maine,Allagash, Trump +12 ,169
maine,Mount Chase, Trump +34 ,122
maine,Auburn, Biden +8 ,"12,364"
maine,Fort Fairfield, Trump +18 ,"1,701"
maine,Orland, Trump +0.1 ,"1,424"
maine,Mapleton, Trump +28 ,"1,159"
maine,Greenville, Trump +14 ,"1,156"
maine,Canaan, Trump +32 ,"1,155"
maine,Hartland, Trump +38 ,899
maine,Smithfield, Trump +12 ,627
maine,Weld, Biden +1.7 ,299
maine,Hanover, Biden +5 ,198
maine,Fairfield, Trump +12 ,"3,397"
maine,Sabattus, Trump +25 ,"2,878"
maine,Dexter, Trump +30 ,"1,841"
maine,Boothbay Harbor, Biden +19 ,"1,395"
maine,Randolph, Trump +6 ,"1,029"
maine,Greenbush, Trump +43 ,717
maine,Frankfort, Trump +33 ,680
maine,Sumner, Trump +21 ,553
maine,Prospect, Trump +17 ,423
maine,Smyrna, Trump +41 ,157
maine,Monhegan Plt., Biden +71 ,62
maine,Skowhegan, Trump +8 ,"4,197"
maine,Jay, Trump +6 ,"2,688"
maine,Norridgewock, Trump +23 ,"1,889"
maine,Farmingdale, Biden +8 ,"1,738"
maine,Manchester, Biden +1.3 ,"1,690"
maine,Corinth, Trump +48 ,"1,574"
maine,Livermore, Trump +15 ,"1,356"
maine,Milo, Trump +30 ,"1,231"
maine,Southwest Harbor, Biden +31 ,"1,137"
maine,New Sharon, Trump +14 ,956
maine,Rangeley, Trump +20 ,761
maine,Sangerville, Trump +30 ,753
maine,Sherman, Trump +51 ,665
maine,Montville, Biden +12 ,658
maine,Exeter, Trump +31 ,571
maine,Abbot, Trump +40 ,417
maine,Jackson, Trump +17 ,338
maine,Portage Lake, Trump +23 ,265
maine,Lincoln, Trump +35 ,"2,596"
maine,China, Trump +11 ,"2,590"
maine,Vassalboro, Trump +12 ,"2,553"
maine,Wiscasset, Biden <0.1 ,"2,313"
maine,Searsport, Biden +8 ,"1,608"
maine,Chelsea, Trump +20 ,"1,563"
maine,Windsor, Trump +29 ,"1,438"
maine,Anson, Trump +33 ,"1,223"
maine,Albion, Trump +34 ,"1,219"
maine,Parsonsfield, Trump +9 ,"1,066"
maine,Owl's Head, Biden +12 ,"1,065"
maine,Newburgh, Trump +23 ,994
maine,Hebron, Trump +13 ,778
maine,Easton, Trump +32 ,715
maine,Brooksville, Biden +34 ,686
maine,Stonington, Biden +29 ,646
maine,Brooks, Trump +12 ,602
maine,Athens, Trump +32 ,510
maine,Island Falls, Trump +39 ,450
maine,Monticello, Trump +55 ,434
maine,Medford, Trump +40 ,164
maine,Brunswick, Biden +43 ,"13,948"
maine,Gardiner, Biden +7 ,"3,278"
maine,Waldoboro, Trump +9 ,"2,934"
maine,Madison, Trump +20 ,"2,382"
maine,Fort Kent, Trump +3 ,"2,266"
maine,Benton, Trump +23 ,"1,631"
maine,Leeds, Trump +23 ,"1,362"
maine,Palmyra, Trump +41 ,"1,155"
maine,Appleton, Biden +8 ,915
maine,Fayette, Trump +4 ,830
maine,Friendship, Trump +21 ,799
maine,Steuben, Trump +25 ,668
maine,Belmont, Trump +10 ,598
maine,Embden, Trump +34 ,565
maine,Canton, Trump +40 ,544
maine,Littleton, Trump +45 ,531
maine,Monson, Trump +24 ,475
maine,Islesboro, Biden +42 ,445
maine,Detroit, Trump +29 ,436
maine,Moscow, Trump +44 ,274
maine,Paris, Trump +7 ,"2,884"
maine,Orrington, Trump +12 ,"2,562"
maine,Boothbay, Biden +14 ,"2,208"
maine,Minot, Trump +20 ,"1,789"
maine,Pittston, Trump +19 ,"1,778"
maine,Jefferson, Trump +16 ,"1,691"
maine,Harrison, Trump +3 ,"1,573"
maine,Stockton Springs, Biden +2.0 ,"1,065"
maine,Strong, Trump +32 ,816
maine,Cornville, Trump +24 ,776
maine,Hodgdon, Trump +68 ,740
maine,Liberty, Trump +7 ,591
maine,Linneus, Trump +63 ,508
maine,New Vineyard, Trump +30 ,463
maine,Crystal, Trump +49 ,164
maine,Lewiston, Biden +14 ,"17,321"
maine,South Portland, Biden +51 ,"16,364"
maine,Scarborough, Biden +28 ,"15,057"
maine,Saco, Biden +26 ,"12,656"
maine,Windham, Biden +4 ,"11,436"
maine,Westbrook, Biden +33 ,"11,318"
maine,Biddeford, Biden +30 ,"11,202"
maine,Gorham, Biden +20 ,"11,107"
maine,Sanford, Biden +1.9 ,"10,958"
maine,Augusta, Biden +11 ,"9,736"
maine,York, Biden +29 ,"9,658"
maine,Falmouth, Biden +38 ,"9,090"
maine,Kennebunk, Biden +32 ,"8,280"
maine,Wells, Biden +14 ,"7,975"
maine,Waterville, Biden +30 ,"7,901"
maine,Cape Elizabeth, Biden +55 ,"7,009"
maine,Topsham, Biden +24 ,"6,553"
maine,Kittery, Biden +41 ,"6,412"
maine,Yarmouth, Biden +53 ,"6,358"
maine,Old Orchrd Bch, Biden +22 ,"6,215"
maine,Standish, Trump +4 ,"6,202"
maine,Freeport, Biden +43 ,"6,184"
maine,Cumberland, Biden +38 ,"6,002"
maine,Gray, Biden +1.8 ,"5,390"
maine,Buxton, Trump +5 ,"5,279"
maine,Brewer, Trump +0.7 ,"5,278"
maine,Orono, Biden +48 ,"5,268"
maine,Hampden, Biden +4 ,"4,930"
maine,Ellsworth, Trump +1.7 ,"4,847"
maine,Berwick, Biden +35 ,"4,779"
maine,Eliot, Biden +22 ,"4,728"
maine,Winslow, Trump +4 ,"4,679"
maine,South Berwick, Biden +22 ,"4,663"
maine,Waterboro, Trump +14 ,"4,478"
maine,Old Town, Biden +16 ,"4,259"
maine,Belfast, Biden +37 ,"4,237"
maine,Caribou, Trump +14 ,"4,061"
maine,Farmington, Biden +17 ,"3,966"
maine,Hermon, Trump +25 ,"3,965"
maine,Rockland, Biden +28 ,"3,965"
maine,Harpswell, Biden +25 ,"3,884"
maine,Camden, Biden +55 ,"3,837"
maine,Oakland, Trump +5 ,"3,628"
maine,New Gloucester, Trump +1.0 ,"3,599"
maine,Bar Harbor, Biden +52 ,"3,576"
maine,Lebanon, Trump +27 ,"3,529"
maine,Poland, Trump +11 ,"3,519"
maine,Turner, Trump +22 ,"3,428"
maine,Bridgton, Biden +4 ,"3,268"
maine,Raymond, Biden +4 ,"3,142"
maine,North Berwick, Trump +3 ,"3,111"
maine,Sidney, Trump +17 ,"2,962"
maine,North Yarmouth, Biden +29 ,"2,960"
maine,Lyman, Trump +8 ,"2,944"
maine,Hollis, Trump +9 ,"2,895"
maine,Bucksport, Trump +7 ,"2,855"
maine,Norway, Biden +1.3 ,"2,854"
maine,Arundel, Biden +2 ,"2,825"
maine,Glenburn, Trump +18 ,"2,815"
maine,Durham, Biden +1.0 ,"2,795"
maine,Kennebunkport, Biden +31 ,"2,781"
maine,Houlton, Trump +22 ,"2,740"
maine,East Millinocket, Trump +12 ,"2,655"
maine,Greene, Trump +28 ,"2,640"
maine,Monmouth, Trump +12 ,"2,578"
maine,Rockport, Biden +36 ,"2,530"
maine,Naples, Trump +14 ,"2,495"
maine,West Gardiner, Trump +13 ,"2,380"
maine,Dover-Foxcroft, Trump +19 ,"2,335"
maine,Winterport, Trump +9 ,"2,326"
maine,Oxford, Trump +28 ,"2,325"
maine,Aroostook County Townships, Trump +3 ,"2,306"
maine,Limington, Trump +22 ,"2,298"
maine,Warren, Trump +15 ,"2,253"
maine,Belgrade, Trump +8 ,"2,226"
maine,Litchfield, Trump +19 ,"2,177"
maine,Holden, Trump +15 ,"2,125"
maine,Bristol, Biden +22 ,"2,124"
maine,Madawaska, Biden +10 ,"2,112"
maine,Richmond, Trump +6 ,"2,076"
maine,Bowdoinham, Biden +13 ,"2,067"
maine,Pittsfield, Trump +17 ,"2,042"
maine,Alfred, Biden +1.8 ,"1,995"
maine,Blue Hill, Biden +35 ,"1,977"
maine,Fryeburg, Biden +13 ,"1,937"
maine,Bowdoin, Trump +17 ,"1,877"
maine,Milford, Trump +3 ,"1,851"
maine,Limerick, Trump +7 ,"1,849"
maine,Bethel, Biden +14 ,"1,830"
maine,Readfield, Biden +7 ,"1,820"
maine,St. George, Biden +25 ,"1,811"
maine,Clinton, Trump +25 ,"1,797"
maine,Hallowell, Biden +46 ,"1,797"
maine,Shapleigh, Trump +18 ,"1,788"
maine,Carmel, Trump +35 ,"1,782"
maine,Mechanic Falls, Trump +20 ,"1,712"
maine,Levant, Trump +40 ,"1,678"
maine,Lincolnville, Biden +31 ,"1,651"
maine,Acton, Trump +17 ,"1,636"
maine,Phippsburg, Biden +3 ,"1,570"
maine,Union, Trump +4 ,"1,561"
maine,Mount Desert, Biden +46 ,"1,488"
maine,Hancock, Trump +8 ,"1,486"
maine,Whitefield, Trump +4 ,"1,483"
maine,Damariscotta, Biden +35 ,"1,476"
maine,Eddington, Trump +27 ,"1,473"
maine,West Bath, Biden +8 ,"1,392"
maine,Newcastle, Biden +38 ,"1,377"
maine,Dixfield, Trump +26 ,"1,302"
maine,Nobleboro, Biden +13 ,"1,288"
maine,Sebago, Trump +15 ,"1,277"
maine,Corinna, Trump +39 ,"1,244"
maine,Veazie, Biden +10 ,"1,219"
maine,Lamoine, Biden +3 ,"1,211"
maine,Pownal, Biden +16 ,"1,206"
maine,Otisfield, Trump +6 ,"1,171"
maine,Dedham, Trump +3 ,"1,166"
maine,Dresden, Trump +3 ,"1,159"
maine,Gouldsboro, Trump +12 ,"1,121"
maine,Hope, Biden +19 ,"1,117"
maine,Northport, Biden +24 ,"1,109"
maine,Surry, Biden +12 ,"1,091"
maine,Ogunquit, Biden +40 ,"1,058"
maine,Tremont, Biden +16 ,"1,043"
maine,Waterford, Trump +10 ,"1,038"
maine,Knox, Trump +12 ,"1,003"
maine,Baldwin, Trump +27 ,999
maine,Trenton, Biden +6 ,987
maine,Newfield, Trump +22 ,963
maine,Cushing, Trump +10 ,960
maine,Brownfield, Biden +0.1 ,952
maine,Unity, Trump +1.2 ,950
maine,Searsmont, Trump +5 ,937
maine,Hiram, Trump +17 ,928
maine,Lubec, Biden +6 ,883
maine,Porter, Trump +22 ,875
maine,Enfield, Trump +35 ,872
maine,Wayne, Biden +19 ,869
maine,Franklin, Trump +9 ,861
maine,Penobscot, Biden +24 ,851
maine,Georgetown, Biden +28 ,839
maine,Vinalhaven, Biden +29 ,837
maine,Swanville, Trump +14 ,826
maine,East Machias, Trump +32 ,814
maine,Brownville, Trump +24 ,780
maine,Kenduskeag, Trump +35 ,770
maine,Lovell, Biden +6 ,766
maine,Charleston, Trump +55 ,753
maine,Plymouth, Trump +37 ,745
maine,Guilford, Trump +30 ,734
maine,Etna, Trump +38 ,726
maine,Hartford, Trump +21 ,724
maine,South Bristol, Biden +23 ,716
maine,Addison, Trump +31 ,707
maine,Cherryfield, Trump +32 ,644
maine,Saint Agatha, Trump +7 ,637
maine,Brooklin, Biden +38 ,624
maine,Morrill, Trump +18 ,611
maine,Garland, Trump +38 ,605
maine,Monroe, Biden +7 ,602
maine,Waldo, Trump +18 ,593
maine,Bingham, Trump +23 ,580
maine,Machiasport, Trump +21 ,565
maine,Greenwood, Biden +7 ,533
maine,Carrabassett Valley, Biden +35 ,527
maine,Alna, Biden +28 ,517
maine,Southport, Biden +27 ,491
maine,Otis, Trump +35 ,484
maine,Freedom, Trump +7 ,469
maine,Eustis, Trump +18 ,445
maine,Sebec, Trump +44 ,428
maine,Starks, Trump +26 ,381
maine,New Limerick, Trump +37 ,374
maine,Arrowsic, Biden +42 ,373
maine,Columbia Falls, Trump +25 ,335
maine,Winter Harbor, Trump +10 ,329
maine,Marshfield, Trump +34 ,316
maine,Ripley, Trump +31 ,302
maine,Newry, Biden +15 ,296
maine,Lowell, Trump +54 ,255
maine,Highland Plt., Trump +25 ,116
maine,Hersey, Trump +60 ,42
maine,Seboeis Plt., Biden +7 ,41
maine,Nashville Plt., Trump +39 ,23
maine,Alton, — ,0
maine,Amherst, — ,0
maine,Amity, — ,0
maine,Ashland, — ,0
maine,Aurora, — ,0
maine,Avon, — ,0
maine,Baring Plt., — ,0
maine,Beals, — ,0
maine,Beaver Cove, — ,0
maine,Beddington, — ,0
maine,Blaine, — ,0
maine,Bowerbank, — ,0
maine,Bradford, — ,0
maine,Bradley, — ,0
maine,Bremen, — ,0
maine,Brighton Plt., — ,0
maine,Burlington, — ,0
maine,Burnham, — ,0
maine,Byron, — ,0
maine,Cambridge, — ,0
maine,Caratunk, — ,0
maine,Carthage, — ,0
maine,Cary Plt., — ,0
maine,Casco, — ,0
maine,Castle Hill, — ,0
maine,Caswell, — ,0
maine,Chapman, — ,0
maine,Charlotte, — ,0
maine,Chebeague Island, — ,0
maine,Chester, — ,0
maine,Chesterville, — ,0
maine,Clifton, — ,0
maine,Columbia, — ,0
maine,Cooper, — ,0
maine,Coplin Plt., — ,0
maine,Cornish, — ,0
maine,Crawford, — ,0
maine,Cutler, — ,0
maine,Cyr Plt., — ,0
maine,Dallas Plt., — ,0
maine,Danforth, — ,0
maine,Dayton, — ,0
maine,Deblois, — ,0
maine,Deer Isle, — ,0
maine,Denmark, — ,0
maine,Dennistown Plt., — ,0
maine,Dennysville, — ,0
maine,Dixmont, — ,0
maine,Drew Plt., — ,0
maine,Eastbrook, — ,0
maine,Edgecomb, — ,0
maine,Edinburg, — ,0
maine,Franklin County Townships, — ,0
maine,Garfield Plt., — ,0
maine,Gilead, — ,0
maine,Glenwood Plt., — ,0
maine,Hamlin, — ,0
maine,Hammond, — ,0
maine,Hancock County Townships, — ,0
maine,Harmony, — ,0
maine,Harrington, — ,0
maine,Haynesville, — ,0
maine,Hudson, — ,0
maine,Indian Township Voting Dist., — ,0
maine,Industry, — ,0
maine,Isle Au Haut, — ,0
maine,Jackman, — ,0
maine,Jonesboro, — ,0
maine,Jonesport, — ,0
maine,Kingfield, — ,0
maine,Kingsbury Plt., — ,0
maine,LaGrange, — ,0
maine,Lake View Plt., — ,0
maine,Lakeville, — ,0
maine,Limestone, — ,0
maine,Lincoln Plt., — ,0
maine,Long Island, — ,0
maine,Ludlow, — ,0
maine,Magalloway Plt., — ,0
maine,Mariaville, — ,0
maine,Masardis, — ,0
maine,Matinicus Isle Plt., — ,0
maine,Maxfield, — ,0
maine,Meddybemps, — ,0
maine,Medway, — ,0
maine,Mercer, — ,0
maine,Milbridge, — ,0
maine,Moose River, — ,0
maine,Moro Plt., — ,0
maine,Mount Vernon, — ,0
maine,New Portland, — ,0
maine,Newport, — ,0
maine,North Haven, — ,0
maine,Northfield, — ,0
maine,Oakfield, — ,0
maine,Orient, — ,0
maine,Osborn, — ,0
maine,Oxbow Plt., — ,0
maine,Oxford County Townships, — ,0
maine,Palermo, — ,0
maine,Parkman, — ,0
maine,Passadumkeag, — ,0
maine,Patten, — ,0
maine,Pembroke, — ,0
maine,Penobscot County Townships, — ,0
maine,Penobscot Nation Vot Dst, — ,0
maine,Perham, — ,0
maine,Perry, — ,0
maine,Peru, — ,0
maine,Phillips, — ,0
maine,Pleasant Point Voting Dist., — ,0
maine,Pleasant Ridge Plt., — ,0
maine,Reed Plt., — ,0
maine,Robbinston, — ,0
maine,Rome, — ,0
maine,Roque Bluffs, — ,0
maine,Roxbury, — ,0
maine,Sandy River Plt., — ,0
maine,Sedgwick, — ,0
maine,Shirley, — ,0
maine,Solon, — ,0
maine,Somerset County Townships, — ,0
maine,Somerville, — ,0
maine,Sorrento, — ,0
maine,South Thomaston, — ,0
maine,Springfield, — ,0
maine,St. Albans, — ,0
maine,St. Francis, — ,0
maine,Stacyville, — ,0
maine,Stetson, — ,0
maine,Stoneham, — ,0
maine,Stow, — ,0
maine,Sullivan, — ,0
maine,Swan's Island, — ,0
maine,Sweden, — ,0
maine,Talmadge, — ,0
maine,Temple, — ,0
maine,The Forks Plt., — ,0
maine,Thomaston, — ,0
maine,Thorndike, — ,0
maine,Troy, — ,0
maine,Upton, — ,0
maine,Van Buren, — ,0
maine,Vanceboro, — ,0
maine,Verona, — ,0
maine,Vienna, — ,0
maine,Waite, — ,0
maine,Wales, — ,0
maine,Waltham, — ,0
maine,Washington, — ,0
maine,Washington County Townships, — ,0
maine,Webster Plt., — ,0
maine,Wellington, — ,0
maine,Wesley, — ,0
maine,West Forks Plt., — ,0
maine,Westmanland, — ,0
maine,Westport, — ,0
maine,Whiting, — ,0
maine,Whitneyville, — ,0
maine,Willimantic, — ,0
maine,Winn, — ,0
maine,Winthrop, — ,0
maine,Woodstock, — ,0
maine,Woodville, — ,0
maine,Woolwich, — ,0
montana,McCone, Trump +69 ,301
montana,Big Horn, Biden +1.5 ,"1,620"
montana,Wheatland, Trump +59 ,514
montana,Daniels, Trump +60 ,"1,014"
montana,Sheridan, Trump +42 ,"1,978"
montana,Golden Valley, Trump +67 ,503
montana,Fallon, Trump +76 ,"1,575"
montana,Prairie, Trump +64 ,744
montana,Powder River, Trump +72 ,"1,136"
montana,Carter, Trump +81 ,864
montana,Fergus, Trump +51 ,"6,487"
montana,Liberty, Trump +53 ,"1,083"
montana,Wibaux, Trump +73 ,598
montana,Judith Basin, Trump +57 ,"1,344"
montana,Phillips, Trump +64 ,"2,384"
montana,Yellowstone, Trump +23 ,"77,796"
montana,Pondera, Trump +38 ,"2,994"
montana,Meagher, Trump +52 ,"1,110"
montana,Garfield, Trump +89 ,813
montana,Deer Lodge, Biden +8 ,"4,888"
montana,Valley, Trump +49 ,"4,272"
montana,Missoula, Biden +24 ,"71,969"
montana,Gallatin, Biden +10 ,"65,999"
montana,Flathead, Trump +30 ,"60,132"
montana,Lewis and Clark, Trump +4 ,"42,481"
montana,Cascade, Trump +20 ,"39,688"
montana,Ravalli, Trump +36 ,"28,490"
montana,Silver Bow, Biden +14 ,"18,973"
montana,Lake, Trump +14 ,"16,617"
montana,Park, Trump +6 ,"11,612"
montana,Lincoln, Trump +49 ,"11,564"
montana,Jefferson, Trump +33 ,"8,191"
montana,Sanders, Trump +50 ,"7,651"
montana,Hill, Trump +14 ,"7,167"
montana,Carbon, Trump +29 ,"7,045"
montana,Madison, Trump +40 ,"6,107"
montana,Custer, Trump +46 ,"5,878"
montana,Richland, Trump +68 ,"5,789"
montana,Stillwater, Trump +57 ,"5,707"
montana,Beaverhead, Trump +41 ,"5,661"
montana,Glacier, Biden +31 ,"5,630"
montana,Dawson, Trump +58 ,"4,837"
montana,Broadwater, Trump +57 ,"4,056"
montana,Roosevelt, Trump +2 ,"4,015"
montana,Rosebud, Trump +34 ,"3,782"
montana,Teton, Trump +43 ,"3,695"
montana,Powell, Trump +50 ,"3,187"
montana,Blaine, Biden +4 ,"3,117"
montana,Chouteau, Trump +30 ,"2,967"
montana,Musselshell, Trump +70 ,"2,881"
montana,Mineral, Trump +45 ,"2,562"
montana,Sweet Grass, Trump +53 ,"2,446"
montana,Toole, Trump +53 ,"2,123"
montana,Granite, Trump +37 ,"2,102"
montana,Petroleum, Trump +74 ,351
montana,Treasure, — ,0
ohio,Lucas, Biden +17 ,"194,882"
ohio,Cuyahoga, Biden +34 ,"605,268"
ohio,Montgomery, Biden +2 ,"262,560"
ohio,Hamilton, Biden +16 ,"417,574"
ohio,Erie, Trump +12 ,"39,523"
ohio,Summit, Biden +10 ,"274,768"
ohio,Stark, Trump +18 ,"185,714"
ohio,Franklin, Biden +31 ,"606,022"
ohio,Butler, Trump +24 ,"182,034"
ohio,Clark, Trump +23 ,"62,870"
ohio,Lorain, Trump +3 ,"151,988"
ohio,Hancock, Trump +38 ,"37,999"
ohio,Jefferson, Trump +38 ,"32,572"
ohio,Lake, Trump +14 ,"127,867"
ohio,Allen, Trump +40 ,"46,362"
ohio,Scioto, Trump +42 ,"31,146"
ohio,Seneca, Trump +34 ,"25,322"
ohio,Clermont, Trump +36 ,"108,531"
ohio,Richland, Trump +40 ,"58,601"
ohio,Henry, Trump +43 ,"14,482"
ohio,Adams, Trump +63 ,"11,905"
ohio,Licking, Trump +28 ,"91,830"
ohio,Wood, Trump +8 ,"65,860"
ohio,Union, Trump +31 ,"32,838"
ohio,Sandusky, Trump +27 ,"29,490"
ohio,Fairfield, Trump +23 ,"81,591"
ohio,Tuscarawas, Trump +39 ,"42,820"
ohio,Belmont, Trump +43 ,"32,534"
ohio,Gallia, Trump +55 ,"13,358"
ohio,Pike, Trump +48 ,"12,063"
ohio,Warren, Trump +30 ,"132,391"
ohio,Delaware, Trump +7 ,"124,004"
ohio,Mahoning, Trump +1.9 ,"116,565"
ohio,Medina, Trump +23 ,"104,378"
ohio,Trumbull, Trump +10 ,"98,677"
ohio,Greene, Trump +20 ,"86,616"
ohio,Portage, Trump +12 ,"81,280"
ohio,Wayne, Trump +16 ,"58,342"
